time (ms), current (mA), voltage (V)
time:30001	current:-0.12	voltage:0.01
time:60001	current:-0.15	voltage:0.01
time:90000	current:-0.09	voltage:0.01
time:120000	current:-0.04	voltage:0.01
time (ms), current (mA), voltage (V)
time (ms), current (mA), voltage (V)
time:30000	current:375.93	voltage:4.09
time:60000	current:375.71	voltage:4.09
time (ms), current (mA), voltage (V)
time:30000	current:374.97	voltage:4.08
time:60000	current:375.28	voltage:4.08
time:90001	current:375.02	voltage:4.08
time:120000	current:374.92	voltage:4.08
time:150001	current:374.61	voltage:4.07
time:180001	current:374.60	voltage:4.08
time:210000	current:374.63	voltage:4.07
time:240000	current:374.41	voltage:4.07
time:270001	current:374.35	voltage:4.07
time:300001	current:374.14	voltage:4.07
time:330001	current:374.06	voltage:4.07
time:360000	current:373.89	voltage:4.07
time:390001	current:373.86	voltage:4.07
time:420000	current:373.70	voltage:4.07
time:450000	current:373.62	voltage:4.07
time:480000	current:373.48	voltage:4.06
time:510000	current:373.36	voltage:4.06
time:540001	current:373.20	voltage:4.06
time:570000	current:373.22	voltage:4.06
time:600000	current:373.12	voltage:4.06
time:630000	current:373.06	voltage:4.06
time:660001	current:372.96	voltage:4.06
time:690001	current:372.79	voltage:4.06
time:720000	current:372.76	voltage:4.05
time:750000	current:372.63	voltage:4.05
time:780000	current:372.49	voltage:4.05
time:810000	current:372.36	voltage:4.05
time:840001	current:372.38	voltage:4.05
time:870001	current:372.19	voltage:4.05
time:900000	current:372.23	voltage:4.05
time:930001	current:372.10	voltage:4.05
time:960001	current:372.06	voltage:4.05
time:990001	current:372.00	voltage:4.05
time:1020001	current:371.97	voltage:4.04
time:1050001	current:371.81	voltage:4.05
time:1080000	current:371.71	voltage:4.04
time:1110000	current:371.72	voltage:4.04
time:1140001	current:371.55	voltage:4.04
time:1170001	current:371.52	voltage:4.04
time:1200000	current:371.46	voltage:4.04
time:1230000	current:371.34	voltage:4.04
time:1260000	current:371.28	voltage:4.04
time:1290000	current:371.20	voltage:4.04
time:1320000	current:371.09	voltage:4.04
time:1350000	current:371.10	voltage:4.04
time:1380001	current:371.04	voltage:4.04
time:1410000	current:370.96	voltage:4.03
time:1440001	current:370.82	voltage:4.03
time:1470001	current:370.82	voltage:4.03
time:1500001	current:370.68	voltage:4.03
time:1530000	current:370.57	voltage:4.03
time:1560001	current:370.60	voltage:4.03
time:1590001	current:370.47	voltage:4.03
time:1620001	current:370.34	voltage:4.03
