time (ms), current (mA), voltage (V)
time:30000	current:-0.10	voltage:0.87
time:60001	current:-0.08	voltage:0.86
time:90001	current:-0.18	voltage:0.87
time:120001	current:551.55	voltage:0.90
time:150000	current:550.31	voltage:0.90
time (ms), current (mA), voltage (V)
time (ms), current (mA), voltage (V)
time:30001	current:547.01	voltage:0.90
time (ms), current (mA), voltage (V)
time:30000	current:547.36	voltage:0.88
time:60000	current:547.12	voltage:0.88
time:90001	current:546.96	voltage:0.86
time:120001	current:546.60	voltage:0.89
time:150000	current:546.45	voltage:0.88
time:180000	current:546.16	voltage:0.87
time:210000	current:546.03	voltage:0.89
time:240001	current:545.76	voltage:0.88
time:270001	current:545.37	voltage:0.88
time:300000	current:545.10	voltage:0.88
time:330000	current:544.95	voltage:0.88
time:360001	current:544.76	voltage:0.88
time:390000	current:544.58	voltage:0.88
time:420000	current:544.38	voltage:0.87
time:450000	current:544.09	voltage:0.87
time:480000	current:543.91	voltage:0.86
time:510000	current:543.64	voltage:0.89
time:540001	current:543.52	voltage:0.88
time:570001	current:543.33	voltage:0.89
time:600000	current:543.17	voltage:0.89
time:630001	current:542.98	voltage:0.88
time:660000	current:542.84	voltage:0.88
time:690000	current:542.71	voltage:0.87
time:720001	current:542.51	voltage:0.88
time:750001	current:542.30	voltage:0.88
time:780001	current:542.10	voltage:0.89
time:810000	current:541.97	voltage:0.88
time:840001	current:541.86	voltage:0.87
time:870000	current:541.70	voltage:0.89
time:900001	current:541.47	voltage:0.88
time:930000	current:541.27	voltage:0.89
time:960000	current:541.15	voltage:0.88
time:990001	current:540.98	voltage:0.87
time:1020001	current:540.82	voltage:0.88
time:1050001	current:540.62	voltage:0.87
time:1080001	current:540.44	voltage:0.87
time:1110001	current:540.31	voltage:0.86
time:1140000	current:540.03	voltage:0.88
time:1170001	current:539.98	voltage:0.87
time:1200000	current:539.79	voltage:0.89
time:1230000	current:539.65	voltage:0.86
time:1260000	current:539.48	voltage:0.87
time:1290001	current:539.32	voltage:0.89
time:1320001	current:539.11	voltage:0.88
time:1350000	current:538.98	voltage:0.88
time:1380001	current:538.80	voltage:0.89
time:1410000	current:538.62	voltage:0.89
time:1440000	current:538.39	voltage:0.89
time:1470000	current:538.32	voltage:0.89
time:1500000	current:538.02	voltage:0.89
time:1530000	current:537.94	voltage:0.89
time:1560000	current:537.72	voltage:0.88
time:1590000	current:537.56	voltage:0.87
time:1620000	current:537.43	voltage:0.88
time:1650000	current:537.32	voltage:0.87
time:1680000	current:536.95	voltage:0.89
time:1710000	current:536.94	voltage:0.87
time:1740001	current:536.59	voltage:0.88
time:1770001	current:536.50	voltage:0.88
time:1800001	current:536.32	voltage:0.88
time:1830001	current:536.22	voltage:0.87
time:1860000	current:536.08	voltage:0.87
time:1890001	current:535.76	voltage:0.88
time:1920000	current:535.67	voltage:0.88
time:1950001	current:535.52	voltage:0.89
time:1980000	current:535.32	voltage:0.88
time:2010001	current:535.09	voltage:0.87
time:2040000	current:534.74	voltage:0.88
time:2070000	current:534.71	voltage:0.89
time:2100001	current:534.52	voltage:0.88
time:2130001	current:534.22	voltage:0.88
time:2160001	current:534.09	voltage:0.88
time:2190000	current:533.86	voltage:0.86
time:2220000	current:533.78	voltage:0.87
time:2250001	current:533.49	voltage:0.89
time:2280000	current:533.30	voltage:0.87
time:2310000	current:533.14	voltage:0.87
time:2340000	current:532.98	voltage:0.87
time:2370001	current:532.85	voltage:0.86
time:2400001	current:532.57	voltage:0.88
time:2430000	current:532.36	voltage:0.87
time:2460000	current:532.20	voltage:0.88
time:2490000	current:532.01	voltage:0.88
time:2520001	current:531.80	voltage:0.89
time:2550001	current:531.54	voltage:0.87
time:2580001	current:531.50	voltage:0.87
time:2610001	current:531.22	voltage:0.88
time:2640001	current:531.05	voltage:0.88
time:2670000	current:530.79	voltage:0.88
time:2700000	current:530.68	voltage:0.87
time:2730001	current:530.41	voltage:0.87
time:2760001	current:530.20	voltage:0.87
time:2790000	current:530.06	voltage:0.88
time:2820001	current:529.91	voltage:0.88
time:2850001	current:529.66	voltage:0.88
time:2880001	current:529.46	voltage:0.87
time:2910001	current:529.24	voltage:0.87
time:2940001	current:529.12	voltage:0.89
time:2970000	current:528.83	voltage:0.89
time:3000000	current:528.64	voltage:0.88
time:3030000	current:528.53	voltage:0.88
time:3060001	current:528.24	voltage:0.88
time:3090000	current:528.09	voltage:0.88
time:3120000	current:527.96	voltage:0.87
time:3150001	current:527.65	voltage:0.88
time:3180001	current:527.54	voltage:0.87
time:3210000	current:527.30	voltage:0.88
time:3240000	current:527.24	voltage:0.88
time:3270001	current:526.93	voltage:0.87
time:3300000	current:526.74	voltage:0.88
time:3330000	current:526.64	voltage:0.87
time:3360000	current:526.42	voltage:0.87
time:3390000	current:526.22	voltage:0.88
time:3420001	current:526.05	voltage:0.88
time:3450001	current:525.87	voltage:0.87
time:3480001	current:525.60	voltage:0.87
time:3510000	current:525.55	voltage:0.89
time:3540000	current:525.40	voltage:0.87
time:3570000	current:525.22	voltage:0.86
time:3600001	current:524.88	voltage:0.87
time:3630001	current:524.75	voltage:0.87
time:3660000	current:524.62	voltage:0.87
time:3690000	current:524.46	voltage:0.87
time:3720001	current:524.29	voltage:0.87
time:3750001	current:524.12	voltage:0.87
time:3780000	current:523.94	voltage:0.87
time:3810001	current:523.70	voltage:0.86
time:3840001	current:523.65	voltage:0.88
time:3870000	current:523.45	voltage:0.86
time:3900000	current:523.23	voltage:0.87
time:3930000	current:523.05	voltage:0.86
time:3960001	current:522.90	voltage:0.88
time:3990000	current:522.75	voltage:0.87
time:4020000	current:522.66	voltage:0.88
time:4050001	current:522.52	voltage:0.86
time:4080000	current:522.28	voltage:0.88
